,date,weekday,is_festival,guests,sales,assigned_staff,total_staff_level,staff_count,sale_per_guest,staff_per_guest,level_per_staff,month,season,Unnamed: 0,weather_code (wmo code),temperature_2m_mean (°C),snowfall_sum (cm),rain_sum (mm)
3519,2009-08-20,Thursday,1,219,262847,"['Eve', 'Ivy', 'Mia', 'David']",19,4,1200.2146118721462,0.0182648401826484,4.75,8,summer,9159.0,3.0,25.0,0.0,0.0
3520,2009-08-21,Friday,0,111,133232,"['Eve', 'David']",9,2,1200.2882882882882,0.018018018018018,4.5,8,summer,9160.0,53.0,26.1,0.0,1.9
3521,2009-08-22,Saturday,0,185,222038,"['Eve', 'Ivy', 'Mia', 'Alice']",16,4,1200.2054054054054,0.0216216216216216,4.0,8,summer,9161.0,61.0,26.3,0.0,4.4
3522,2009-08-23,Sunday,0,190,228075,"['Eve', 'Ivy', 'Mia', 'Bob']",17,4,1200.3947368421052,0.0210526315789473,4.25,8,summer,9162.0,55.0,24.9,0.0,1.9
3523,2009-08-24,Monday,0,131,157278,"['Eve', 'Ivy', 'Alice']",11,3,1200.5954198473282,0.0229007633587786,3.6666666666666665,8,summer,9163.0,53.0,22.4,0.0,4.9
3524,2009-08-25,Tuesday,0,173,207514,"['Eve', 'Ivy', 'Mia']",15,3,1199.5028901734104,0.0173410404624277,5.0,8,summer,9164.0,3.0,22.1,0.0,0.0
3525,2009-08-26,Wednesday,0,114,136789,"['Eve', 'Ivy']",10,2,1199.9035087719299,0.0175438596491228,5.0,8,summer,9165.0,3.0,21.4,0.0,0.0
3526,2009-08-27,Thursday,0,157,188401,"['Eve', 'Ivy', 'David']",14,3,1200.0063694267517,0.019108280254777,4.666666666666667,8,summer,9166.0,3.0,23.6,0.0,0.0
3527,2009-08-28,Friday,0,135,162099,"['Eve', 'Ivy', 'Bob']",12,3,1200.7333333333333,0.0222222222222222,4.0,8,summer,9167.0,3.0,24.9,0.0,0.0
3528,2009-08-29,Saturday,0,271,325220,"['Eve', 'Ivy', 'Mia', 'Quinn', 'David']",24,5,1200.0738007380073,0.018450184501845,4.8,8,summer,9168.0,3.0,26.2,0.0,0.0
3529,2009-08-30,Sunday,0,275,330036,"['Eve', 'Ivy', 'Mia', 'Quinn', 'David']",24,5,1200.1309090909092,0.0181818181818181,4.8,8,summer,9169.0,61.0,21.9,0.0,15.1
3530,2009-08-31,Monday,0,124,148836,"['Eve', 'Ivy', 'Alice']",11,3,1200.2903225806451,0.0241935483870967,3.6666666666666665,8,summer,9170.0,65.0,20.6,0.0,59.5
3531,2009-09-01,Tuesday,0,125,150080,"['Eve', 'Ivy', 'Alice']",11,3,1200.64,0.024,3.6666666666666665,9,autumn,9171.0,51.0,24.4,0.0,0.1
3532,2009-09-02,Wednesday,0,169,202741,"['Eve', 'Ivy', 'Mia']",15,3,1199.6508875739646,0.0177514792899408,5.0,9,autumn,9172.0,3.0,21.2,0.0,0.0
3533,2009-09-03,Thursday,0,135,161987,"['Eve', 'Ivy', 'Bob']",12,3,1199.9037037037037,0.0222222222222222,4.0,9,autumn,9173.0,3.0,21.3,0.0,0.0
3534,2009-09-04,Friday,0,131,157127,"['Eve', 'Ivy', 'Alice']",11,3,1199.442748091603,0.0229007633587786,3.6666666666666665,9,autumn,9174.0,3.0,21.3,0.0,0.0
3535,2009-09-05,Saturday,0,219,262800,"['Eve', 'Ivy', 'Mia', 'David']",19,4,1200.0,0.0182648401826484,4.75,9,autumn,9175.0,3.0,22.6,0.0,0.0
3536,2009-09-06,Sunday,0,285,341990,"['Eve', 'Ivy', 'Mia', 'Quinn', 'Uma']",25,5,1199.9649122807018,0.0175438596491228,5.0,9,autumn,9176.0,2.0,22.1,0.0,0.0
3537,2009-09-07,Monday,0,108,129534,"['Eve', 'David']",9,2,1199.388888888889,0.0185185185185185,4.5,9,autumn,9177.0,3.0,23.3,0.0,0.0
3538,2009-09-08,Tuesday,0,153,183540,"['Eve', 'Ivy', 'Charlie']",13,3,1199.6078431372548,0.0196078431372549,4.333333333333333,9,autumn,9178.0,51.0,23.4,0.0,0.7
3539,2009-09-09,Wednesday,0,128,153571,"['Eve', 'Ivy', 'Alice']",11,3,1199.7734375,0.0234375,3.6666666666666665,9,autumn,9179.0,61.0,20.3,0.0,5.2
3540,2009-09-10,Thursday,0,129,154735,"['Eve', 'Ivy', 'Alice']",11,3,1199.4961240310076,0.0232558139534883,3.6666666666666665,9,autumn,9180.0,3.0,21.0,0.0,0.0
3541,2009-09-11,Friday,0,120,143901,"['Eve', 'Ivy']",10,2,1199.175,0.0166666666666666,5.0,9,autumn,9181.0,53.0,21.7,0.0,0.9
3542,2009-09-12,Saturday,0,280,336098,"['Eve', 'Ivy', 'Mia', 'Quinn', 'Uma']",25,5,1200.35,0.0178571428571428,5.0,9,autumn,9182.0,63.0,19.7,0.0,10.8
3543,2009-09-13,Sunday,0,254,304703,"['Eve', 'Ivy', 'Mia', 'Quinn', 'Bob']",22,5,1199.6181102362204,0.0196850393700787,4.4,9,autumn,9183.0,3.0,21.6,0.0,0.0
3544,2009-09-14,Monday,0,110,132072,"['Eve', 'David']",9,2,1200.6545454545455,0.0181818181818181,4.5,9,autumn,9184.0,53.0,20.4,0.0,1.7
3545,2009-09-15,Tuesday,0,125,149944,"['Eve', 'Ivy', 'Alice']",11,3,1199.552,0.024,3.6666666666666665,9,autumn,9185.0,53.0,20.4,0.0,2.2
3546,2009-09-16,Wednesday,0,130,156021,"['Eve', 'Ivy', 'Alice']",11,3,1200.1615384615384,0.023076923076923,3.6666666666666665,9,autumn,9186.0,2.0,20.7,0.0,0.0
3547,2009-09-17,Thursday,0,176,211105,"['Eve', 'Ivy', 'Mia']",15,3,1199.4602272727273,0.0170454545454545,5.0,9,autumn,9187.0,3.0,18.8,0.0,0.0
3548,2009-09-18,Friday,0,101,121225,"['Eve', 'David']",9,2,1200.2475247524753,0.0198019801980198,4.5,9,autumn,9188.0,51.0,20.4,0.0,0.1
3549,2009-09-19,Saturday,0,225,269924,"['Eve', 'Ivy', 'Mia', 'Quinn']",20,4,1199.6622222222222,0.0177777777777777,5.0,9,autumn,9189.0,3.0,20.1,0.0,0.0
3550,2009-09-20,Sunday,0,248,297548,"['Eve', 'Ivy', 'Mia', 'Quinn', 'Bob']",22,5,1199.7903225806451,0.0201612903225806,4.4,9,autumn,9190.0,2.0,19.4,0.0,0.0
3551,2009-09-21,Monday,0,131,157238,"['Eve', 'Ivy', 'Alice']",11,3,1200.2900763358778,0.0229007633587786,3.6666666666666665,9,autumn,9191.0,3.0,20.3,0.0,0.0
3552,2009-09-22,Tuesday,0,148,177636,"['Eve', 'Ivy', 'Charlie']",13,3,1200.2432432432433,0.0202702702702702,4.333333333333333,9,autumn,9192.0,3.0,21.0,0.0,0.0
3553,2009-09-23,Wednesday,0,157,188368,"['Eve', 'Ivy', 'David']",14,3,1199.7961783439491,0.019108280254777,4.666666666666667,9,autumn,9193.0,3.0,20.6,0.0,0.0
3554,2009-09-24,Thursday,0,156,187234,"['Eve', 'Ivy', 'David']",14,3,1200.2179487179487,0.0192307692307692,4.666666666666667,9,autumn,9194.0,1.0,20.2,0.0,0.0
3555,2009-09-25,Friday,0,148,177588,"['Eve', 'Ivy', 'Charlie']",13,3,1199.918918918919,0.0202702702702702,4.333333333333333,9,autumn,9195.0,3.0,21.1,0.0,0.0
3556,2009-09-26,Saturday,0,227,272410,"['Eve', 'Ivy', 'Mia', 'Quinn']",20,4,1200.044052863436,0.0176211453744493,5.0,9,autumn,9196.0,3.0,21.1,0.0,0.0
3557,2009-09-27,Sunday,0,284,340725,"['Eve', 'Ivy', 'Mia', 'Quinn', 'Uma']",25,5,1199.7359154929577,0.0176056338028169,5.0,9,autumn,9197.0,51.0,19.8,0.0,0.3
3558,2009-09-28,Monday,0,142,170368,"['Eve', 'Ivy', 'Bob']",12,3,1199.774647887324,0.0211267605633802,4.0,9,autumn,9198.0,3.0,21.4,0.0,0.0
3559,2009-09-29,Tuesday,0,162,194398,"['Eve', 'Ivy', 'David']",14,3,1199.9876543209878,0.0185185185185185,4.666666666666667,9,autumn,9199.0,61.0,21.8,0.0,14.9
3560,2009-09-30,Wednesday,0,102,122338,"['Eve', 'David']",9,2,1199.3921568627452,0.0196078431372549,4.5,9,autumn,9200.0,61.0,18.3,0.0,11.8
3561,2009-10-01,Thursday,0,163,195540,"['Eve', 'Ivy', 'David']",14,3,1199.6319018404909,0.0184049079754601,4.666666666666667,10,autumn,9201.0,51.0,19.5,0.0,0.9
3562,2009-10-02,Friday,0,158,189573,"['Eve', 'Ivy', 'David']",14,3,1199.8291139240507,0.0189873417721519,4.666666666666667,10,autumn,9202.0,63.0,21.3,0.0,21.2
3563,2009-10-03,Saturday,0,252,302396,"['Eve', 'Ivy', 'Mia', 'Quinn', 'Bob']",22,5,1199.984126984127,0.0198412698412698,4.4,10,autumn,9203.0,51.0,20.2,0.0,0.8
3564,2009-10-04,Sunday,0,282,338477,"['Eve', 'Ivy', 'Mia', 'Quinn', 'Uma']",25,5,1200.27304964539,0.0177304964539007,5.0,10,autumn,9204.0,51.0,18.7,0.0,0.7
3565,2009-10-05,Monday,0,172,206484,"['Eve', 'Ivy', 'Mia']",15,3,1200.4883720930231,0.0174418604651162,5.0,10,autumn,9205.0,61.0,17.5,0.0,23.4
3566,2009-10-06,Tuesday,0,133,159667,"['Eve', 'Ivy', 'Alice']",11,3,1200.5037593984962,0.0225563909774436,3.6666666666666665,10,autumn,9206.0,61.0,17.3,0.0,14.2
3567,2009-10-07,Wednesday,0,124,148825,"['Eve', 'Ivy', 'Alice']",11,3,1200.2016129032259,0.0241935483870967,3.6666666666666665,10,autumn,9207.0,65.0,18.0,0.0,76.2
3568,2009-10-08,Thursday,0,122,146387,"['Eve', 'Ivy']",10,2,1199.8934426229507,0.0163934426229508,5.0,10,autumn,9208.0,53.0,19.2,0.0,0.8
3569,2009-10-09,Friday,0,144,172739,"['Eve', 'Ivy', 'Bob']",12,3,1199.576388888889,0.0208333333333333,4.0,10,autumn,9209.0,51.0,16.2,0.0,0.4
3570,2009-10-10,Saturday,0,287,344408,"['Eve', 'Ivy', 'Mia', 'Quinn', 'Uma']",25,5,1200.02787456446,0.0174216027874564,5.0,10,autumn,9210.0,53.0,14.1,0.0,1.8
3571,2009-10-11,Sunday,0,180,216082,"['Eve', 'Ivy', 'Mia', 'Alice']",16,4,1200.4555555555555,0.0222222222222222,4.0,10,autumn,9211.0,3.0,15.7,0.0,0.0
3572,2009-10-12,Monday,0,102,122353,"['Eve', 'David']",9,2,1199.5392156862745,0.0196078431372549,4.5,10,autumn,9212.0,3.0,16.0,0.0,0.0
3573,2009-10-13,Tuesday,0,115,138072,"['Eve', 'Ivy']",10,2,1200.6260869565217,0.017391304347826,5.0,10,autumn,9213.0,51.0,16.9,0.0,0.4
3574,2009-10-14,Wednesday,0,121,145121,"['Eve', 'Ivy']",10,2,1199.3471074380166,0.0165289256198347,5.0,10,autumn,9214.0,51.0,15.8,0.0,2.1
3575,2009-10-15,Thursday,0,137,164309,"['Eve', 'Ivy', 'Bob']",12,3,1199.3357664233577,0.0218978102189781,4.0,10,autumn,9215.0,1.0,15.5,0.0,0.0
3576,2009-10-16,Friday,0,160,191976,"['Eve', 'Ivy', 'David']",14,3,1199.85,0.01875,4.666666666666667,10,autumn,9216.0,3.0,15.4,0.0,0.0
3577,2009-10-17,Saturday,0,212,254334,"['Eve', 'Ivy', 'Mia', 'David']",19,4,1199.688679245283,0.0188679245283018,4.75,10,autumn,9217.0,61.0,16.8,0.0,1.9
3578,2009-10-18,Sunday,0,202,242377,"['Eve', 'Ivy', 'Mia', 'Charlie']",18,4,1199.8861386138615,0.0198019801980198,4.5,10,autumn,9218.0,51.0,17.1,0.0,0.4
3579,2009-10-19,Monday,0,173,207597,"['Eve', 'Ivy', 'Mia']",15,3,1199.9826589595375,0.0173410404624277,5.0,10,autumn,9219.0,2.0,16.3,0.0,0.0
3580,2009-10-20,Tuesday,0,122,146421,"['Eve', 'Ivy']",10,2,1200.172131147541,0.0163934426229508,5.0,10,autumn,9220.0,3.0,16.7,0.0,0.0
3581,2009-10-21,Wednesday,0,170,204074,"['Eve', 'Ivy', 'Mia']",15,3,1200.4352941176471,0.0176470588235294,5.0,10,autumn,9221.0,2.0,15.9,0.0,0.0
3582,2009-10-22,Thursday,0,176,211119,"['Eve', 'Ivy', 'Mia']",15,3,1199.5397727272727,0.0170454545454545,5.0,10,autumn,9222.0,3.0,16.4,0.0,0.0
3583,2009-10-23,Friday,0,122,146471,"['Eve', 'Ivy']",10,2,1200.5819672131147,0.0163934426229508,5.0,10,autumn,9223.0,3.0,14.6,0.0,0.0
3584,2009-10-24,Saturday,0,220,264063,"['Eve', 'Ivy', 'Mia', 'David']",19,4,1200.2863636363636,0.0181818181818181,4.75,10,autumn,9224.0,51.0,15.2,0.0,0.3
3585,2009-10-25,Sunday,0,287,344390,"['Eve', 'Ivy', 'Mia', 'Quinn', 'Uma']",25,5,1199.9651567944252,0.0174216027874564,5.0,10,autumn,9225.0,61.0,14.7,0.0,9.8
3586,2009-10-26,Monday,0,179,214803,"['Eve', 'Ivy', 'Mia', 'Alice']",16,4,1200.0167597765362,0.0223463687150838,4.0,10,autumn,9226.0,63.0,14.7,0.0,66.9
3587,2009-10-27,Tuesday,0,179,214780,"['Eve', 'Ivy', 'Mia', 'Alice']",16,4,1199.8882681564246,0.0223463687150838,4.0,10,autumn,9227.0,1.0,14.9,0.0,0.0
3588,2009-10-28,Wednesday,0,120,144047,"['Eve', 'Ivy']",10,2,1200.3916666666667,0.0166666666666666,5.0,10,autumn,9228.0,51.0,14.7,0.0,0.1
3589,2009-10-29,Thursday,0,113,135540,"['Eve', 'Ivy']",10,2,1199.4690265486727,0.0176991150442477,5.0,10,autumn,9229.0,3.0,16.1,0.0,0.0
3590,2009-10-30,Friday,0,157,188407,"['Eve', 'Ivy', 'David']",14,3,1200.0445859872611,0.019108280254777,4.666666666666667,10,autumn,9230.0,3.0,16.0,0.0,0.0
3591,2009-10-31,Saturday,0,251,301149,"['Eve', 'Ivy', 'Mia', 'Quinn', 'Bob']",22,5,1199.796812749004,0.0199203187250996,4.4,10,autumn,9231.0,3.0,15.6,0.0,0.0
3592,2009-11-01,Sunday,0,283,339550,"['Eve', 'Ivy', 'Mia', 'Quinn', 'Uma']",25,5,1199.8233215547702,0.0176678445229682,5.0,11,autumn,9232.0,61.0,17.7,0.0,7.8
3593,2009-11-02,Monday,0,104,124700,"['Eve', 'David']",9,2,1199.0384615384614,0.0192307692307692,4.5,11,autumn,9233.0,63.0,9.8,0.0,11.8
3594,2009-11-03,Tuesday,0,109,130849,"['Eve', 'David']",9,2,1200.4495412844037,0.018348623853211,4.5,11,autumn,9234.0,0.0,6.7,0.0,0.0
3595,2009-11-04,Wednesday,0,154,184822,"['Eve', 'Ivy', 'Charlie']",13,3,1200.142857142857,0.0194805194805194,4.333333333333333,11,autumn,9235.0,3.0,10.6,0.0,0.0
3596,2009-11-05,Thursday,0,144,172786,"['Eve', 'Ivy', 'Bob']",12,3,1199.9027777777778,0.0208333333333333,4.0,11,autumn,9236.0,3.0,11.2,0.0,0.0
3597,2009-11-06,Friday,0,118,141652,"['Eve', 'Ivy']",10,2,1200.4406779661017,0.0169491525423728,5.0,11,autumn,9237.0,3.0,13.4,0.0,0.0
3598,2009-11-07,Saturday,0,274,328856,"['Eve', 'Ivy', 'Mia', 'Quinn', 'David']",24,5,1200.2043795620439,0.0182481751824817,4.8,11,autumn,9238.0,51.0,15.4,0.0,0.1
3599,2009-11-08,Sunday,0,190,228010,"['Eve', 'Ivy', 'Mia', 'Bob']",17,4,1200.0526315789473,0.0210526315789473,4.25,11,autumn,9239.0,3.0,15.0,0.0,0.0
3600,2009-11-09,Monday,0,141,169254,"['Eve', 'Ivy', 'Bob']",12,3,1200.3829787234042,0.0212765957446808,4.0,11,autumn,9240.0,3.0,15.1,0.0,0.0
3601,2009-11-10,Tuesday,0,119,142767,"['Eve', 'Ivy']",10,2,1199.7226890756303,0.0168067226890756,5.0,11,autumn,9241.0,63.0,16.5,0.0,18.4
3602,2009-11-11,Wednesday,0,143,171505,"['Eve', 'Ivy', 'Bob']",12,3,1199.3356643356644,0.0209790209790209,4.0,11,autumn,9242.0,63.0,15.2,0.0,30.6
3603,2009-11-12,Thursday,0,160,191950,"['Eve', 'Ivy', 'David']",14,3,1199.6875,0.01875,4.666666666666667,11,autumn,9243.0,3.0,10.7,0.0,0.0
3604,2009-11-13,Friday,0,125,149944,"['Eve', 'Ivy', 'Alice']",11,3,1199.552,0.024,3.6666666666666665,11,autumn,9244.0,61.0,12.1,0.0,10.5
3605,2009-11-14,Saturday,0,215,258015,"['Eve', 'Ivy', 'Mia', 'David']",19,4,1200.0697674418604,0.0186046511627906,4.75,11,autumn,9245.0,63.0,14.9,0.0,7.8
3606,2009-11-15,Sunday,0,235,282075,"['Eve', 'Ivy', 'Mia', 'Quinn', 'Alice']",21,5,1200.3191489361702,0.0212765957446808,4.2,11,autumn,9246.0,3.0,11.8,0.0,0.0
3607,2009-11-16,Monday,1,257,308468,"['Eve', 'Ivy', 'Mia', 'Quinn', 'Charlie']",23,5,1200.2645914396887,0.0194552529182879,4.6,11,autumn,9247.0,51.0,11.4,0.0,0.3
3608,2009-11-17,Tuesday,0,162,194366,"['Eve', 'Ivy', 'David']",14,3,1199.79012345679,0.0185185185185185,4.666666666666667,11,autumn,9248.0,61.0,9.4,0.0,17.2
3609,2009-11-18,Wednesday,0,172,206395,"['Eve', 'Ivy', 'Mia']",15,3,1199.9709302325582,0.0174418604651162,5.0,11,autumn,9249.0,3.0,6.9,0.0,0.0
3610,2009-11-19,Thursday,0,105,126083,"['Eve', 'David']",9,2,1200.7904761904763,0.019047619047619,4.5,11,autumn,9250.0,53.0,4.8,0.0,2.6
3611,2009-11-20,Friday,0,159,190844,"['Eve', 'Ivy', 'David']",14,3,1200.2767295597484,0.0188679245283018,4.666666666666667,11,autumn,9251.0,3.0,9.5,0.0,0.0
3612,2009-11-21,Saturday,0,196,235208,"['Eve', 'Ivy', 'Mia', 'Bob']",17,4,1200.0408163265306,0.0204081632653061,4.25,11,autumn,9252.0,3.0,8.8,0.0,0.0
3613,2009-11-22,Sunday,0,184,220770,"['Eve', 'Ivy', 'Mia', 'Alice']",16,4,1199.8369565217392,0.0217391304347826,4.0,11,autumn,9253.0,55.0,6.8,0.0,4.0
3614,2009-11-23,Monday,0,154,184828,"['Eve', 'Ivy', 'Charlie']",13,3,1200.1818181818182,0.0194805194805194,4.333333333333333,11,autumn,9254.0,3.0,9.2,0.0,0.0
3615,2009-11-24,Tuesday,0,147,176363,"['Eve', 'Ivy', 'Charlie']",13,3,1199.748299319728,0.0204081632653061,4.333333333333333,11,autumn,9255.0,63.0,11.4,0.0,16.4
3616,2009-11-25,Wednesday,0,149,178825,"['Eve', 'Ivy', 'Charlie']",13,3,1200.1677852348994,0.0201342281879194,4.333333333333333,11,autumn,9256.0,55.0,12.6,0.0,5.2
3617,2009-11-26,Thursday,0,158,189571,"['Eve', 'Ivy', 'David']",14,3,1199.8164556962026,0.0189873417721519,4.666666666666667,11,autumn,9257.0,3.0,11.1,0.0,0.0
3618,2009-11-27,Friday,0,104,124749,"['Eve', 'David']",9,2,1199.5096153846155,0.0192307692307692,4.5,11,autumn,9258.0,3.0,11.0,0.0,0.0
3619,2009-11-28,Saturday,0,282,338363,"['Eve', 'Ivy', 'Mia', 'Quinn', 'Uma']",25,5,1199.8687943262412,0.0177304964539007,5.0,11,autumn,9259.0,51.0,11.2,0.0,0.2
3620,2009-11-29,Sunday,0,289,346744,"['Eve', 'Ivy', 'Mia', 'Quinn', 'Uma', 'Alice']",26,6,1199.8062283737024,0.0207612456747404,4.333333333333333,11,autumn,9260.0,61.0,8.1,0.0,7.5
3621,2009-11-30,Monday,0,155,185942,"['Eve', 'Ivy', 'Charlie']",13,3,1199.625806451613,0.0193548387096774,4.333333333333333,11,autumn,9261.0,3.0,9.0,0.0,0.0
3622,2009-12-01,Tuesday,0,120,144094,"['Eve', 'Ivy']",10,2,1200.7833333333333,0.0166666666666666,5.0,12,winter,9262.0,2.0,8.4,0.0,0.0
3623,2009-12-02,Wednesday,0,167,200353,"['Eve', 'Ivy', 'Mia']",15,3,1199.7185628742516,0.0179640718562874,5.0,12,winter,9263.0,51.0,9.9,0.0,0.2
3624,2009-12-03,Thursday,0,103,123698,"['Eve', 'David']",9,2,1200.9514563106795,0.0194174757281553,4.5,12,winter,9264.0,61.0,9.7,0.0,14.8
3625,2009-12-04,Friday,0,100,119911,"['Eve', 'David']",9,2,1199.11,0.02,4.5,12,winter,9265.0,3.0,9.3,0.0,0.0
3626,2009-12-05,Saturday,0,287,344360,"['Eve', 'Ivy', 'Mia', 'Quinn', 'Uma']",25,5,1199.8606271777003,0.0174216027874564,5.0,12,winter,9266.0,63.0,8.0,0.0,12.4
3627,2009-12-06,Sunday,0,183,219687,"['Eve', 'Ivy', 'Mia', 'Alice']",16,4,1200.4754098360656,0.0218579234972677,4.0,12,winter,9267.0,3.0,9.0,0.0,0.0
3628,2009-12-07,Monday,0,179,214842,"['Eve', 'Ivy', 'Mia', 'Alice']",16,4,1200.2346368715084,0.0223463687150838,4.0,12,winter,9268.0,1.0,6.2,0.0,0.0
3629,2009-12-08,Tuesday,0,106,127130,"['Eve', 'David']",9,2,1199.3396226415093,0.0188679245283018,4.5,12,winter,9269.0,3.0,7.5,0.0,0.0
3630,2009-12-09,Wednesday,0,172,206439,"['Eve', 'Ivy', 'Mia']",15,3,1200.2267441860465,0.0174418604651162,5.0,12,winter,9270.0,3.0,8.8,0.0,0.0
3631,2009-12-10,Thursday,0,163,195624,"['Eve', 'Ivy', 'David']",14,3,1200.1472392638036,0.0184049079754601,4.666666666666667,12,winter,9271.0,51.0,8.3,0.0,0.6
3632,2009-12-11,Friday,0,174,208857,"['Eve', 'Ivy', 'Mia']",15,3,1200.3275862068965,0.0172413793103448,5.0,12,winter,9272.0,63.0,8.9,0.0,33.9
3633,2009-12-12,Saturday,0,260,312063,"['Eve', 'Ivy', 'Mia', 'Quinn', 'Charlie']",23,5,1200.2423076923078,0.0192307692307692,4.6,12,winter,9273.0,3.0,11.0,0.0,0.0
3634,2009-12-13,Sunday,0,198,237608,"['Eve', 'Ivy', 'Mia', 'Bob']",17,4,1200.040404040404,0.0202020202020202,4.25,12,winter,9274.0,53.0,7.9,0.0,2.1
3635,2009-12-14,Monday,0,164,196722,"['Eve', 'Ivy', 'David']",14,3,1199.5243902439024,0.0182926829268292,4.666666666666667,12,winter,9275.0,51.0,5.7,0.0,0.3
3636,2009-12-15,Tuesday,0,135,162025,"['Eve', 'Ivy', 'Bob']",12,3,1200.1851851851852,0.0222222222222222,4.0,12,winter,9276.0,3.0,4.0,0.0,0.0
3637,2009-12-16,Wednesday,0,116,139282,"['Eve', 'Ivy']",10,2,1200.7068965517242,0.0172413793103448,5.0,12,winter,9277.0,51.0,4.0,0.0,1.0
3638,2009-12-17,Thursday,0,134,160812,"['Eve', 'Ivy', 'Bob']",12,3,1200.089552238806,0.0223880597014925,4.0,12,winter,9278.0,2.0,2.5,0.0,0.0
3639,2009-12-18,Friday,0,161,193271,"['Eve', 'Ivy', 'David']",14,3,1200.44099378882,0.0186335403726708,4.666666666666667,12,winter,9279.0,2.0,1.6,0.0,0.0
3640,2009-12-19,Saturday,0,183,219520,"['Eve', 'Ivy', 'Mia', 'Alice']",16,4,1199.5628415300546,0.0218579234972677,4.0,12,winter,9280.0,1.0,0.8,0.0,0.0
3641,2009-12-20,Sunday,0,233,279551,"['Eve', 'Ivy', 'Mia', 'Quinn']",20,4,1199.7896995708154,0.0171673819742489,5.0,12,winter,9281.0,1.0,3.2,0.0,0.0
3642,2009-12-21,Monday,0,156,187172,"['Eve', 'Ivy', 'David']",14,3,1199.820512820513,0.0192307692307692,4.666666666666667,12,winter,9282.0,0.0,1.3,0.0,0.0
3643,2009-12-22,Tuesday,0,119,142710,"['Eve', 'Ivy']",10,2,1199.2436974789916,0.0168067226890756,5.0,12,winter,9283.0,0.0,2.4,0.0,0.0
3644,2009-12-23,Wednesday,0,175,210090,"['Eve', 'Ivy', 'Mia']",15,3,1200.5142857142857,0.0171428571428571,5.0,12,winter,9284.0,0.0,4.2,0.0,0.0
3645,2009-12-24,Thursday,0,154,184843,"['Eve', 'Ivy', 'Charlie']",13,3,1200.2792207792209,0.0194805194805194,4.333333333333333,12,winter,9285.0,3.0,6.1,0.0,0.0
3646,2009-12-25,Friday,0,143,171675,"['Eve', 'Ivy', 'Bob']",12,3,1200.5244755244755,0.0209790209790209,4.0,12,winter,9286.0,53.0,5.8,0.0,0.6
3647,2009-12-26,Saturday,0,257,308485,"['Eve', 'Ivy', 'Mia', 'Quinn', 'Charlie']",23,5,1200.330739299611,0.0194552529182879,4.6,12,winter,9287.0,3.0,6.8,0.0,0.0
3648,2009-12-27,Sunday,0,300,359952,"['Eve', 'Ivy', 'Mia', 'Quinn', 'Uma', 'Bob']",27,6,1199.84,0.02,4.5,12,winter,9288.0,61.0,7.2,0.0,4.4
3649,2009-12-28,Monday,0,170,203972,"['Eve', 'Ivy', 'Mia']",15,3,1199.835294117647,0.0176470588235294,5.0,12,winter,9289.0,51.0,5.9,0.0,0.3
3650,2009-12-29,Tuesday,0,108,129545,"['Eve', 'David']",9,2,1199.4907407407406,0.0185185185185185,4.5,12,winter,9290.0,3.0,4.1,0.0,0.0
3651,2009-12-30,Wednesday,0,168,201551,"['Eve', 'Ivy', 'Mia']",15,3,1199.7083333333333,0.0178571428571428,5.0,12,winter,9291.0,3.0,6.0,0.0,0.0
3652,2009-12-31,Thursday,0,173,207625,"['Eve', 'Ivy', 'Mia']",15,3,1200.1445086705203,0.0173410404624277,5.0,12,winter,9292.0,51.0,1.6,0.0,0.7
3653,2010-01-01,Friday,0,119,142812,"['Eve', 'Ivy']",10,2,1200.1008403361345,0.0168067226890756,5.0,1,winter,,,,,
3654,2010-01-02,Saturday,0,274,328818,"['Eve', 'Ivy', 'Mia', 'Quinn', 'David']",24,5,1200.065693430657,0.0182481751824817,4.8,1,winter,0.0,2.0,3.3,0.0,0.0
3655,2010-01-03,Sunday,0,253,303631,"['Eve', 'Ivy', 'Mia', 'Quinn', 'Bob']",22,5,1200.1225296442688,0.0197628458498023,4.4,1,winter,1.0,3.0,2.9,0.0,0.0
3656,2010-01-04,Monday,0,102,122343,"['Eve', 'David']",9,2,1199.4411764705883,0.0196078431372549,4.5,1,winter,2.0,53.0,3.9,0.0,1.3
3657,2010-01-05,Tuesday,1,280,336069,"['Eve', 'Ivy', 'Mia', 'Quinn', 'Uma']",25,5,1200.2464285714286,0.0178571428571428,5.0,1,winter,3.0,2.0,4.6,0.0,0.0
3658,2010-01-06,Wednesday,0,139,166790,"['Eve', 'Ivy', 'Bob']",12,3,1199.928057553957,0.0215827338129496,4.0,1,winter,4.0,1.0,2.4,0.0,0.0
3659,2010-01-07,Thursday,0,121,145229,"['Eve', 'Ivy']",10,2,1200.2396694214876,0.0165289256198347,5.0,1,winter,5.0,3.0,3.3,0.0,0.0
3660,2010-01-08,Friday,0,110,132096,"['Eve', 'David']",9,2,1200.8727272727272,0.0181818181818181,4.5,1,winter,6.0,3.0,2.9,0.0,0.0
3661,2010-01-09,Saturday,0,202,242300,"['Eve', 'Ivy', 'Mia', 'Charlie']",18,4,1199.5049504950496,0.0198019801980198,4.5,1,winter,7.0,3.0,3.2,0.0,0.0
3662,2010-01-10,Sunday,0,285,342026,"['Eve', 'Ivy', 'Mia', 'Quinn', 'Uma']",25,5,1200.0912280701755,0.0175438596491228,5.0,1,winter,8.0,3.0,3.2,0.0,0.0
